f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,0.36186746,-0.17867714,-0.06359975,0.6443739,-0.5518651,-0.080943406,0.79001087,-0.9162655,-0.10953061,0.926304,-1.150973,-0.116450764,0.55095446,-0.90387416,0.0055089034,0.6210916,-1.2651106,-0.14053106,0.5762333,-0.9698565,-0.20246117,0.5500577,-0.7793996,-0.21120127,0.331772,-0.9432622,-0.013557909,0.39852777,-1.2546635,-0.15402335,0.3450724,-0.87603277,-0.16505691,0.3114198,-0.713876,-0.13463736,0.11644836,-0.9534462,-0.058593728,0.17960744,-1.1872107,-0.20915608,0.14527631,-0.8203241,-0.14513971,0.11835801,-0.6691414,-0.05706693,-0.10830964,-0.9484702,-0.108472556,-0.04413685,-1.19123,-0.18030848,-0.043098725,-0.927091,-0.1029377,-0.0611551,-0.7691954,-0.018209007,A
0.0,0.0,0.0,0.35750422,-0.17558284,-0.059218492,0.6386842,-0.53670365,-0.07176693,0.77591175,-0.9000174,-0.09649399,0.9058065,-1.1276597,-0.0961121,0.562345,-0.8842765,0.023751356,0.63453203,-1.2427074,-0.11624126,0.5742504,-0.95049334,-0.17091191,0.5440531,-0.7776122,-0.17526199,0.3524181,-0.9358331,0.0042244177,0.4094665,-1.2541095,-0.13246103,0.35295776,-0.8846133,-0.13862842,0.32770362,-0.74595356,-0.1036867,0.14267679,-0.9550284,-0.041763037,0.19657752,-1.1901782,-0.19141218,0.16266264,-0.82392085,-0.12622738,0.13784239,-0.6803292,-0.035301045,-0.07792737,-0.9610362,-0.09259947,-0.018372487,-1.2052175,-0.1619508,-0.015796091,-0.9492755,-0.08622983,-0.032294676,-0.80000293,-0.0015912247,A
0.0,0.0,0.0,0.34250316,-0.1557169,-0.070873246,0.6217631,-0.53049976,-0.08456395,0.7580984,-0.90343344,-0.11017392,0.8851136,-1.1459081,-0.11036204,0.5534859,-0.8904488,0.022821298,0.6339872,-1.263059,-0.12779368,0.573822,-0.97915953,-0.19020772,0.53725076,-0.7889408,-0.19559687,0.34547848,-0.9383854,0.008803847,0.41623008,-1.2623016,-0.13346289,0.35512358,-0.9043092,-0.14529572,0.32457066,-0.7562647,-0.11215922,0.13778357,-0.9551653,-0.03469631,0.20606323,-1.2033126,-0.1856732,0.16144013,-0.8477397,-0.124667645,0.12923194,-0.69937086,-0.035528254,-0.08050671,-0.9592447,-0.08502054,-0.022725753,-1.2141751,-0.15485966,-0.024213409,-0.9806042,-0.0857733,-0.042070672,-0.8382573,-0.0055935467,A
0.0,0.0,0.0,0.34764507,-0.15984903,-0.07058111,0.62741315,-0.5433818,-0.08707242,0.77831876,-0.9214666,-0.11447698,0.9387854,-1.1401842,-0.11567774,0.54545444,-0.899337,0.017439501,0.61994433,-1.2728766,-0.12805048,0.56311685,-0.971575,-0.18434729,0.5354539,-0.7922015,-0.18878762,0.33796772,-0.9411528,0.003020982,0.40812704,-1.2702814,-0.13815174,0.35025117,-0.899858,-0.14595781,0.31783253,-0.7589641,-0.11177188,0.13182092,-0.9542378,-0.03981538,0.19985177,-1.2170498,-0.1870513,0.1604787,-0.8614762,-0.121219344,0.12941462,-0.72117025,-0.031185001,-0.08320216,-0.9567444,-0.08942133,-0.030283218,-1.2164813,-0.15611838,-0.026808461,-0.9837215,-0.08540728,-0.04366491,-0.8453675,-0.0057489146,A
0.0,0.0,0.0,0.34698707,-0.16387777,-0.06459476,0.6196156,-0.5400879,-0.07838144,0.7626157,-0.90881056,-0.10406398,0.91748554,-1.1228894,-0.10286103,0.5389564,-0.90478003,0.021493489,0.6130426,-1.270515,-0.118527316,0.5551166,-0.94915086,-0.17070146,0.52475387,-0.7808176,-0.17378254,0.3325025,-0.94309473,0.0037930086,0.40087265,-1.2651353,-0.13054441,0.34789065,-0.88379276,-0.13449354,0.31693587,-0.75454277,-0.09930508,0.12532589,-0.9483114,-0.041348867,0.19200757,-1.1990982,-0.18504098,0.1581197,-0.83779526,-0.1177089,0.12849058,-0.70747626,-0.027519144,-0.09163211,-0.9428181,-0.09252166,-0.039876714,-1.2075824,-0.15675034,-0.030785423,-0.9747451,-0.08239046,-0.047193903,-0.8336991,-0.00025622122,A
0.0,0.0,0.0,0.34449342,-0.16131379,-0.07013735,0.61078376,-0.53899163,-0.086128674,0.7515966,-0.9043765,-0.112952925,0.9039668,-1.118718,-0.11284957,0.5325814,-0.9066307,0.019149674,0.596829,-1.2697465,-0.12709549,0.54255563,-0.9570363,-0.18396118,0.51309574,-0.78291327,-0.18803559,0.32492462,-0.9457289,0.004560566,0.38742754,-1.2651789,-0.13678943,0.3376341,-0.8864212,-0.14495987,0.30925196,-0.7527277,-0.10951106,0.117221534,-0.95255625,-0.038253624,0.17571373,-1.1972512,-0.1867036,0.14535254,-0.8368315,-0.12216883,0.12047484,-0.7089497,-0.031683505,-0.09930042,-0.9479402,-0.0874154,-0.05520336,-1.1965023,-0.15362519,-0.04447783,-0.9597487,-0.080714256,-0.05649832,-0.82319194,0.0016771135,A
0.0,0.0,0.0,0.3464836,-0.15832737,-0.07000518,0.6135877,-0.5500476,-0.082803495,0.7587674,-0.9170645,-0.10669857,0.9137768,-1.1280175,-0.10269669,0.53434604,-0.905371,0.02713624,0.6025205,-1.2719144,-0.1172228,0.54150647,-0.95815015,-0.17062779,0.5105725,-0.7899469,-0.17276557,0.32677674,-0.94501555,0.012750351,0.3921997,-1.2683599,-0.12887357,0.33544287,-0.8875031,-0.13397817,0.3054086,-0.76000226,-0.095303155,0.11732797,-0.9529491,-0.03080512,0.17870247,-1.201532,-0.17974867,0.14317021,-0.83769417,-0.11113969,0.11648055,-0.71398443,-0.017371545,-0.101209834,-0.951268,-0.08098908,-0.05342586,-1.1959164,-0.14564349,-0.046295997,-0.95459276,-0.06999663,-0.06018044,-0.8237502,0.013846149,A
0.0,0.0,0.0,0.34130988,-0.17394504,-0.06998819,0.6024854,-0.5586249,-0.08219506,0.73694515,-0.9252036,-0.10602767,0.8942298,-1.1377064,-0.10537892,0.5090303,-0.91715306,0.035125613,0.5739538,-1.2667065,-0.09845553,0.528809,-0.9764226,-0.15335822,0.5021545,-0.808938,-0.15916884,0.30559775,-0.9519113,0.021794861,0.36899322,-1.2712073,-0.10968231,0.3264956,-0.91156816,-0.12370738,0.29716292,-0.7708604,-0.09446404,0.10041424,-0.9517982,-0.019648993,0.15945247,-1.196977,-0.16253449,0.13327119,-0.8562634,-0.11191669,0.104745634,-0.72045994,-0.031701777,-0.11422924,-0.9383369,-0.06734105,-0.07858061,-1.2056723,-0.13500819,-0.06216673,-0.99629307,-0.07411183,-0.07131755,-0.85735446,-0.0007497765,A
0.0,0.0,0.0,0.35378557,-0.16355327,-0.06673442,0.61748654,-0.56120133,-0.07295971,0.7515226,-0.9329344,-0.088580206,0.9077441,-1.1423703,-0.07555703,0.53503495,-0.91001153,0.036375538,0.57788485,-1.2701825,-0.09220033,0.5301501,-0.9590457,-0.13266124,0.514704,-0.8053627,-0.13004698,0.3292865,-0.94393015,0.023795182,0.36702695,-1.2595093,-0.10085004,0.3248527,-0.87558,-0.09506493,0.3137332,-0.7675124,-0.052763663,0.12216518,-0.9371523,-0.017530648,0.15860766,-1.1792922,-0.15672287,0.13310316,-0.81471264,-0.08522944,0.12449353,-0.7080502,0.0068078428,-0.09315008,-0.91719586,-0.06523139,-0.07684962,-1.1571747,-0.12641636,-0.061626658,-0.9226943,-0.052506328,-0.0590743,-0.8018896,0.028507786,A
0.0,0.0,0.0,0.34804314,-0.18124019,-0.06097015,0.6087942,-0.580952,-0.069722205,0.7406155,-0.95734745,-0.08902692,0.89093685,-1.1780069,-0.08489061,0.5105555,-0.92388105,0.025840832,0.56752694,-1.288636,-0.10563754,0.53017354,-0.9987328,-0.15697394,0.50788856,-0.8391345,-0.1630833,0.30101278,-0.95359206,0.007309775,0.35400006,-1.2857602,-0.1199133,0.32075772,-0.9138369,-0.12752914,0.2964256,-0.78155935,-0.09786911,0.09222941,-0.9455605,-0.036783874,0.13770974,-1.205452,-0.17924106,0.121178426,-0.8416127,-0.11598386,0.10172454,-0.71030676,-0.030811552,-0.12776245,-0.92119765,-0.08597059,-0.094816424,-1.1807718,-0.15763234,-0.06672027,-0.93378854,-0.087201945,-0.068960354,-0.7864975,-0.008236987,A
0.0,0.0,0.0,0.3422401,-0.17445584,-0.06315964,0.59985673,-0.58525926,-0.06860747,0.7294272,-0.95664686,-0.08420741,0.8702927,-1.1803769,-0.07512062,0.49590412,-0.9279627,0.035499122,0.55311215,-1.2892965,-0.096233256,0.51545703,-1.0038763,-0.14672697,0.49321395,-0.84150845,-0.15039079,0.28964555,-0.95692146,0.020168636,0.3423097,-1.2740538,-0.106436126,0.30560672,-0.90279955,-0.111250706,0.2822555,-0.778689,-0.07744474,0.08244362,-0.9467755,-0.022653524,0.13140084,-1.1952479,-0.16339006,0.10859182,-0.8310906,-0.097061224,0.08675782,-0.71117157,-0.009368955,-0.1374357,-0.9198808,-0.07114424,-0.10428922,-1.166125,-0.13733032,-0.0843375,-0.9169211,-0.063713364,-0.08995562,-0.78227603,0.016892312,A
0.0,0.0,0.0,0.34401023,-0.17171091,-0.06739221,0.604438,-0.58084136,-0.07503845,0.73118955,-0.9553708,-0.09205756,0.87429994,-1.1749717,-0.08337544,0.504845,-0.9270543,0.031416606,0.5558164,-1.2851459,-0.10325638,0.51991516,-0.9940912,-0.15308087,0.5035208,-0.8339982,-0.15609531,0.2963658,-0.9549139,0.017511815,0.34413213,-1.2705469,-0.11334429,0.30875564,-0.8927573,-0.116046585,0.28928536,-0.77126116,-0.07959823,0.087537825,-0.94418055,-0.024622558,0.13252425,-1.1881815,-0.1700621,0.11040567,-0.8187482,-0.10128295,0.09208254,-0.7007829,-0.010627917,-0.13369964,-0.9176086,-0.07262982,-0.10287877,-1.1580653,-0.14006864,-0.08342756,-0.9069253,-0.06525335,-0.08728846,-0.7754582,0.01674437,A
0.0,0.0,0.0,0.34886023,-0.17270187,-0.06512818,0.61524177,-0.5866801,-0.070610575,0.7371454,-0.971331,-0.08362382,0.8843045,-1.1887563,-0.068985835,0.5049543,-0.9311065,0.013468929,0.5494168,-1.319804,-0.12815847,0.5071664,-0.9903004,-0.17596969,0.48855898,-0.8193351,-0.17639041,0.2868366,-0.95797867,-0.0012961765,0.32536742,-1.3038213,-0.13887094,0.29338917,-0.89459515,-0.13792522,0.27662203,-0.7657235,-0.09845641,0.07315463,-0.94585156,-0.04260937,0.102667786,-1.2149842,-0.19669339,0.086757526,-0.8121893,-0.122159846,0.076716624,-0.68216395,-0.025845736,-0.15074827,-0.91400176,-0.08864432,-0.13729246,-1.1737562,-0.1663258,-0.10934705,-0.8964104,-0.089840144,-0.10110306,-0.74565315,-0.004211787,A
0.0,0.0,0.0,0.34656534,-0.17763896,-0.060922857,0.6042938,-0.60211664,-0.060910404,0.7259047,-0.997087,-0.07072605,0.85748565,-1.2364925,-0.05327994,0.49672323,-0.9355705,0.037723128,0.53835106,-1.3304746,-0.093741074,0.49809337,-1.0238613,-0.1381579,0.48068,-0.8492714,-0.13650356,0.2812101,-0.9593454,0.024026182,0.3178578,-1.3047973,-0.09993576,0.28907168,-0.91971165,-0.09985709,0.27682716,-0.7994418,-0.06289262,0.069924496,-0.9461752,-0.017396672,0.09971901,-1.2239643,-0.15794455,0.08646805,-0.8468463,-0.09018272,0.07668965,-0.7226463,-0.0016698458,-0.14951089,-0.9157425,-0.06410227,-0.1481953,-1.193327,-0.13364841,-0.11551528,-0.9367199,-0.06290554,-0.098807424,-0.78435916,0.01695731,A
0.0,0.0,0.0,0.33671403,-0.17718764,-0.069354974,0.593116,-0.6024603,-0.072712034,0.71894306,-0.98874325,-0.086293064,0.85145473,-1.2291989,-0.0743268,0.49476987,-0.9312438,0.045579284,0.5418498,-1.3187801,-0.09049055,0.4985058,-1.0461608,-0.1430058,0.47888488,-0.859271,-0.14469536,0.28398103,-0.9581667,0.035654362,0.3249346,-1.2921054,-0.094866455,0.2872352,-0.9303789,-0.104259945,0.27480817,-0.79378664,-0.07067223,0.07524052,-0.94533414,-0.0041446993,0.10630256,-1.2058403,-0.14931722,0.085954346,-0.84633785,-0.09150042,0.07604987,-0.7125808,-0.0066596377,-0.1411651,-0.9154974,-0.05030163,-0.13203648,-1.1784507,-0.12157912,-0.10754575,-0.9382082,-0.057165504,-0.09434865,-0.79473543,0.0191703,A
0.0,0.0,0.0,0.3460899,-0.18525289,-0.06472434,0.60497075,-0.60956603,-0.06834515,0.72448105,-0.9960533,-0.08303656,0.85275364,-1.2457837,-0.07509489,0.47336954,-0.94274455,0.036098305,0.5381077,-1.332977,-0.10151427,0.5009636,-1.0533261,-0.16249415,0.4653314,-0.84742326,-0.17090578,0.2595014,-0.9654967,0.021797985,0.3060072,-1.3107154,-0.109364584,0.27825722,-0.9489861,-0.12879711,0.2554001,-0.78165156,-0.104620986,0.05209556,-0.9478238,-0.020269372,0.09242632,-1.2151719,-0.1610524,0.08232544,-0.85978186,-0.108710185,0.06614395,-0.7066631,-0.030040931,-0.16221155,-0.9056476,-0.068550065,-0.14473395,-1.1787206,-0.1398688,-0.1103416,-0.9426453,-0.0778938,-0.09880276,-0.78584576,-0.004572861,A
0.0,0.0,0.0,0.34407258,-0.20650809,-0.060635917,0.5914901,-0.6064549,-0.069838524,0.701029,-0.9918268,-0.09064392,0.82667804,-1.2459372,-0.092218496,0.45855275,-0.9555209,0.031590007,0.50098675,-1.3157586,-0.095275514,0.47565475,-1.048021,-0.15341416,0.45722458,-0.8656692,-0.16552101,0.24900162,-0.96840125,0.014039762,0.2808228,-1.2810425,-0.10862209,0.2627661,-0.9361414,-0.1281028,0.24795644,-0.791186,-0.10960394,0.040387303,-0.94211197,-0.028441861,0.07261545,-1.2000846,-0.16478534,0.07143319,-0.8601636,-0.11395214,0.06172267,-0.71799046,-0.04060355,-0.18173295,-0.89068085,-0.0761177,-0.17114666,-1.1464728,-0.14872612,-0.1312955,-0.917727,-0.087396346,-0.11550864,-0.7679178,-0.016081212,A
0.0,0.0,0.0,0.34196943,-0.19230737,-0.06773523,0.5830851,-0.60846204,-0.07536491,0.69562334,-0.99289393,-0.09217695,0.8115105,-1.2507505,-0.08587224,0.45117092,-0.9537892,0.034038715,0.49602446,-1.3135421,-0.09343081,0.467478,-1.0360954,-0.14587177,0.44863257,-0.86595386,-0.1527579,0.24240814,-0.96993613,0.021496201,0.28045678,-1.2744693,-0.09980662,0.2595008,-0.9176508,-0.1096967,0.2428536,-0.79840994,-0.08248245,0.034408256,-0.9441664,-0.018269658,0.07214357,-1.1917024,-0.1549399,0.068988554,-0.84075516,-0.09433904,0.058325548,-0.72254807,-0.013489687,-0.1836799,-0.89631104,-0.06402985,-0.16537827,-1.141879,-0.13252528,-0.12875707,-0.9022152,-0.06349655,-0.11650636,-0.7665821,0.013316381,A
0.0,0.0,0.0,0.31128222,-0.20766798,-0.0812221,0.5424364,-0.61193967,-0.104889885,0.6784167,-0.9947391,-0.13623941,0.82343316,-1.2508897,-0.1479368,0.44219938,-0.95552653,0.008442584,0.4705363,-1.3197885,-0.13234004,0.4447555,-1.083318,-0.19633287,0.43808264,-0.8885703,-0.21004696,0.22665617,-0.9739716,-0.0025083635,0.24242926,-1.2843753,-0.13659716,0.22163278,-0.94061804,-0.15130277,0.22557504,-0.7858504,-0.12714396,0.011446664,-0.9478109,-0.041840196,0.0352313,-1.1953038,-0.19351879,0.034094173,-0.8609065,-0.14028981,0.03872896,-0.71775174,-0.0626109,-0.21255848,-0.8926564,-0.08812814,-0.20749484,-1.1392121,-0.17587227,-0.17222103,-0.90315706,-0.11775412,-0.14968562,-0.7521666,-0.046275336,A
0.0,0.0,0.0,0.31938294,-0.19840124,-0.078877434,0.55099213,-0.6192975,-0.097981334,0.6858491,-1.0026474,-0.12541904,0.83235985,-1.2521069,-0.1310047,0.4407862,-0.9588915,0.0191592,0.47724578,-1.3169072,-0.12046317,0.4468956,-1.0656458,-0.17937277,0.4312244,-0.87357974,-0.18719177,0.22523019,-0.9742493,0.010470582,0.2523794,-1.2769431,-0.11991037,0.22481117,-0.9164276,-0.12763627,0.21684082,-0.7696448,-0.09604992,0.010007052,-0.9452826,-0.027661126,0.049269926,-1.1754255,-0.17638306,0.039223913,-0.8267195,-0.11778048,0.031357627,-0.6920274,-0.034257,-0.21273014,-0.8924162,-0.07238427,-0.19434199,-1.1264572,-0.14877704,-0.16235319,-0.89526874,-0.08398099,-0.1478123,-0.76064354,-0.008222036,A
0.0,0.0,0.0,0.31153888,-0.19225544,-0.08287564,0.54116917,-0.6143103,-0.105321206,0.68215144,-0.9969735,-0.13605075,0.83718747,-1.2440828,-0.14486781,0.44239083,-0.9575842,0.017393827,0.4753286,-1.3188856,-0.12782359,0.44206706,-1.0754426,-0.1895746,0.42808875,-0.8771686,-0.1976708,0.22660364,-0.9739366,0.009915918,0.25225347,-1.2771981,-0.1259281,0.21924706,-0.91762096,-0.13446516,0.21440244,-0.76828945,-0.101170816,0.010455179,-0.9461175,-0.028010573,0.048295837,-1.1768471,-0.18240765,0.03415667,-0.8264611,-0.12339828,0.030093769,-0.6899496,-0.037472494,-0.21258472,-0.89352614,-0.072943345,-0.1968762,-1.1260788,-0.1546153,-0.16615076,-0.88935953,-0.09044766,-0.14658861,-0.75085425,-0.013325606,A
0.0,0.0,0.0,0.314082,-0.19152823,-0.08290743,0.5380331,-0.61670274,-0.10420237,0.67363805,-0.99873024,-0.13290295,0.8231973,-1.235615,-0.13558002,0.4364665,-0.96001476,0.0097352965,0.46317863,-1.3193175,-0.13446145,0.43272197,-1.0349929,-0.1870192,0.4257808,-0.8578134,-0.18934946,0.218379,-0.9758606,0.002590019,0.23836146,-1.2752186,-0.1319203,0.21382786,-0.8997755,-0.1290733,0.20990053,-0.7773635,-0.089141235,0.0020669752,-0.9478411,-0.035165083,0.035157807,-1.1798055,-0.18625726,0.026750674,-0.8231682,-0.117610745,0.022514513,-0.7066819,-0.026837986,-0.21770807,-0.8976879,-0.08023093,-0.20621708,-1.12994,-0.15494649,-0.17255482,-0.89637065,-0.08594309,-0.15465453,-0.7679028,-0.006856331,A
